prov_data;prov_corret;prov_tipo;prov_ticker;prov_valor;prov_bruto;prov_ir;prov_moeda;prov_forma
25/08/2021;MyCap;FII;SNFF11;10,45;0;0;BRL;Rendimentos
13/08/2021;XP;FII;VRTA11;59,92;0;0;BRL;Dividendos
13/08/2021;XP;FII;XPLG11;30,38;0;0;BRL;Dividendos
25/08/2021;XP;FII;XPML11;30,6;0;0;BRL;Dividendos
09/09/2021;XP;FII;ABCP11;21;0;0;BRL;Dividendos
24/09/2021;XP;FII;ALZR11;32,31;0;0;BRL;Dividendos
24/09/2021;XP;FII;BTLG11;39,6;0;0;BRL;Dividendos
15/09/2021;XP;FII;HGCR11;48;0;0;BRL;Dividendos
15/09/2021;XP;FII;HGLG11;42,16;0;0;BRL;Dividendos
15/09/2021;XP;FII;HGRE11;27,6;0;0;BRL;Dividendos
15/09/2021;XP;FII;HGRU11;33,12;0;0;BRL;Dividendos
15/09/2021;XP;FII;MALL11;34,1;0;0;BRL;Dividendos
08/09/2021;XP;FII;PVBI11;33,04;0;0;BRL;Dividendos
15/09/2021;XP;FII;RBRP11;27,09;0;0;BRL;Dividendos
17/09/2021;XP;FII;RBRR11;48;0;0;BRL;Dividendos
24/09/2021;MyCap;FII;SNFF11;13,3;0;0;BRL;Rendimentos
15/09/2021;XP;FII;VRTA11;57,12;0;0;BRL;Dividendos
15/09/2021;XP;FII;XPLG11;30,38;0;0;BRL;Dividendos
24/09/2021;XP;FII;XPML11;29,07;0;0;BRL;Dividendos
08/10/2021;XP;FII;ABCP11;21;0;0;BRL;Dividendos
25/10/2021;XP;FII;ALZR11;29,74;0;0;BRL;Dividendos
25/10/2021;XP;FII;BTLG11;39,6;0;0;BRL;Dividendos
15/10/2021;XP;FII;HGCR11;51;0;0;BRL;Dividendos
15/10/2021;XP;FII;HGLG11;48,4;0;0;BRL;Dividendos
15/10/2021;XP;FII;HGRE11;27,6;0;0;BRL;Dividendos
15/10/2021;XP;FII;HGRU11;33,12;0;0;BRL;Dividendos
15/10/2021;XP;FII;MALL11;35,34;0;0;BRL;Dividendos
07/10/2021;XP;FII;PVBI11;33,04;0;0;BRL;Dividendos
15/10/2021;XP;FII;RBRP11;28,35;0;0;BRL;Dividendos
19/10/2021;XP;FII;RBRR11;54;0;0;BRL;Dividendos
25/10/2021;MyCap;FII;SNFF11;13,3;0;0;BRL;Rendimentos
15/10/2021;XP;FII;VRTA11;61,6;0;0;BRL;Dividendos
15/10/2021;XP;FII;XPLG11;30,38;0;0;BRL;Dividendos
25/10/2021;XP;FII;XPML11;29,07;0;0;BRL;Dividendos
09/11/2021;XP;FII;ABCP11;23;0;0;BRL;Dividendos
25/11/2021;XP;FII;ALZR11;30,61;0;0;BRL;Dividendos
25/11/2021;XP;FII;BTLG11;39,6;0;0;BRL;Dividendos
16/11/2021;XP;FII;HGCR11;54;0;0;BRL;Dividendos
16/11/2021;XP;FII;HGLG11;48,4;0;0;BRL;Dividendos
16/11/2021;XP;FII;HGRE11;27,6;0;0;BRL;Dividendos
16/11/2021;XP;FII;HGRU11;33,12;0;0;BRL;Dividendos
16/11/2021;XP;FII;MALL11;37,2;0;0;BRL;Dividendos
08/11/2021;XP;FII;PVBI11;33,04;0;0;BRL;Dividendos
16/11/2021;XP;FII;RBRP11;28,98;0;0;BRL;Dividendos
18/11/2021;XP;FII;RBRR11;54;0;0;BRL;Dividendos
25/11/2021;MyCap;FII;SNFF11;11,78;0;0;BRL;Rendimentos
12/11/2021;XP;FII;VRTA11;76,8;0;0;BRL;Dividendos
16/11/2021;XP;FII;XPLG11;31,36;0;0;BRL;Dividendos
25/11/2021;XP;FII;XPML11;25,5;0;0;BRL;Dividendos
08/12/2021;XP;FII;ABCP11;28;0;0;BRL;Dividendos
23/12/2021;XP;FII;ALZR11;31,32;0;0;BRL;Dividendos
23/12/2021;XP;FII;BTLG11;39,6;0;0;BRL;Dividendos
14/12/2021;XP;FII;HGCR11;57;0;0;BRL;Dividendos
14/12/2021;XP;FII;HGLG11;48,4;0;0;BRL;Dividendos
14/12/2021;XP;FII;HGRE11;27,6;0;0;BRL;Dividendos
14/12/2021;XP;FII;HGRU11;33,12;0;0;BRL;Dividendos
14/12/2021;XP;FII;MALL11;38,44;0;0;BRL;Dividendos
07/12/2021;XP;FII;PVBI11;33,04;0;0;BRL;Dividendos
14/12/2021;XP;FII;RBRP11;28,98;0;0;BRL;Dividendos
16/12/2021;XP;FII;RBRR11;54;0;0;BRL;Dividendos
23/12/2021;MyCap;FII;SNFF11;13,3;0;0;BRL;Rendimentos
15/12/2021;XP;FII;VRTA11;80,45;0;0;BRL;Dividendos
14/12/2021;XP;FII;XPLG11;31,36;0;0;BRL;Dividendos
23/12/2021;XP;FII;XPML11;28,05;0;0;BRL;Dividendos
10/01/2022;XP;FII;ABCP11;29;0;0;BRL;Dividendos
25/01/2022;XP;FII;ALZR11;35,93;0;0;BRL;Dividendos
25/01/2022;XP;FII;BTLG11;39,6;0;0;BRL;Dividendos
14/01/2022;XP;FII;HGCR11;75;0;0;BRL;Dividendos
14/01/2022;XP;FII;HGLG11;77;0;0;BRL;Dividendos
14/01/2022;XP;FII;HGRE11;110;0;0;BRL;Dividendos
14/01/2022;XP;FII;HGRU11;34,96;0;0;BRL;Dividendos
14/01/2022;XP;FII;MALL11;40,3;0;0;BRL;Dividendos
07/01/2022;XP;FII;PVBI11;33,04;0;0;BRL;Dividendos
14/01/2022;XP;FII;RBRP11;28,98;0;0;BRL;Dividendos
18/01/2022;XP;FII;RBRR11;64,2;0;0;BRL;Dividendos
25/01/2022;MyCap;FII;SNFF11;12,35;0;0;BRL;Rendimentos
14/01/2022;XP;FII;VRTA11;95,4;0;0;BRL;Dividendos
14/01/2022;XP;FII;XPLG11;31,36;0;0;BRL;Dividendos
25/01/2022;XP;FII;XPML11;43,35;0;0;BRL;Dividendos
04/01/2022;Stake;Stock;ALB;0,27;0,39;0,12;EUA;Dividendos
13/01/2022;Stake;Stock;QSR;0,9;1,06;0,16;EUA;Dividendos
20/12/2021;Stake;REIT;EIS;0,48;0,69;0,21;EUA;Dividendos
30/12/2021;Stake;REIT;DEM;1;1,43;0,43;EUA;Dividendos
04/01/2022;Stake;REIT;SPG;1,15;1,65;0,5;EUA;Dividendos
05/01/2022;Stake;REIT;DEM;0,03;0,05;0,02;EUA;Dividendos
07/01/2022;Stake;REIT;IRM;0,87;1,24;0,37;EUA;Dividendos
10/01/2022;Stake;REIT;HERO;0,47;0,59;0,12;EUA;Dividendos
18/01/2022;Stake;REIT;EQR;0,42;0,6;0,18;EUA;Dividendos
18/01/2022;Stake;REIT;O;0,34;0,49;0,15;EUA;Dividendos
18/01/2022;Stake;REIT;WPC;0,74;1,06;0,32;EUA;Dividendos
19/01/2022;Stake;REIT;EPR;0,35;0,5;0,15;EUA;Dividendos
19/01/2022;Stake;REIT;STAG;0,25;0,36;0,11;EUA;Dividendos
11/02/2022;MyCap;Ação;CIEL3;66,75;0;0;BRL;JCP
11/02/2022;MyCap;Ação;RENT3;10,98;0;0;BRL;JCP
14/02/2022;Stake;REIT;VNO;1,48;2,12;0,64;EUA;Dividendos
07/02/2022;XP;FII;ABCP11;38,5;38,5;0;BRL;Dividendos
07/02/2022;XP;FII;PVBI11;33,04;33,04;0;BRL;Dividendos
14/02/2022;XP;FII;HGCR11;61,8;61,8;0;BRL;Dividendos
14/02/2022;XP;FII;HGLG11;48,4;48,4;0;BRL;Dividendos
14/02/2022;XP;FII;HGRE11;27,6;27,6;0;BRL;Dividendos
14/02/2022;XP;FII;HGRU11;34,96;34,96;0;BRL;Dividendos
14/02/2022;XP;FII;MALL11;44,64;44,64;0;BRL;Dividendos
14/02/2022;XP;FII;RBRP11;28,98;28,98;0;BRL;Dividendos
14/02/2022;XP;FII;RBRR11;66;66;0;BRL;Dividendos
14/02/2022;XP;FII;RECR11;11,55;11,55;0;BRL;Dividendos
14/02/2022;XP;FII;XPLG11;31,36;31,36;0;BRL;Dividendos
15/02/2022;Stake;Stock;AAPL;0,31;0,44;0,13;EUA;Dividendos
15/02/2022;XP;FII;VRTA11;99,2;99,2;0;BRL;Dividendos
16/02/2022;Stake;REIT;EPR;0,7;1;0,3;EUA;Dividendos
16/02/2022;Stake;REIT;O;0,69;0,99;0,3;EUA;Dividendos
16/02/2022;Stake;REIT;OHI;3,75;5,36;1,61;EUA;Dividendos
16/02/2022;Stake;REIT;STAG;0,43;0,61;0,18;EUA;Dividendos
25/02/2022;XP;FII;ALZR11;34,82;34,82;0;BRL;Dividendos
25/02/2022;XP;FII;BTLG11;39,6;39,6;0;BRL;Dividendos
25/02/2022;XP;FII;XPML11;30,6;30,6;0;BRL;Dividendos
25/02/2022;MyCap;FII;SNFF11;12,35;12,35;0;BRL;Rendimentos
07/03/2022;Stake;Stock;PFE;1,68;2,4;0,72;EUA;Dividendos
08/03/2022;XP;FII;ABCP11;22,5;22,5;0;BRL;Dividendos
08/03/2022;XP;FII;PVBI11;33,04;33,04;0;BRL;Dividendos
11/03/2022;Stake;Stock;MSFT;0,43;0,62;0,19;EUA;Dividendos
